Sentences,Tags
patients chest pain,Population/Problem (element P)
definite statements safety larger patients recruited account uncommon occurrence adverse effects,Not Relevant to the Evidence (Label N)
warfarin versus aspirin reduced cardiac ejection fraction warcef trial designed compare efficacy safety warfarin aspirin larger patients double-blind randomized design17,Intervention and Comparison (element I and C)
patients blood pressure controlled blood pressure goal 135/85 mm hg antihypertensive agents ace inhibitors angiotensin ii receptor blocking agents calcium-channel blockers,Intervention and Comparison (element I and C)
presence unfavourable cervix procedure prolonged result increased caesarean cs rates,Not Relevant to the Evidence (Label N)
p-value 0 05 regarded,Not Relevant to the Evidence (Label N)
interventions patients randomly assigned receive treatment fluvastatin 80 mg/d = 844 matching placebo = 833 hospital discharge 3 4,Intervention and Comparison (element I and C)
patients tolerated drugs equally repeated drug rotation chosen efficacy tolerability 4 4 8 11 2 amlodipine doxazosin lisinopril bisoprolol bendrofluazide,Outcome (element O)
infants distributed genders,Population/Problem (element P)
patients 75 diabetics fasting blood glucose 125 mg/dl patients postcoronary artery bypass graft malignant disease kidney liver dysfunction creatimine 1 5 mg/dl alanine aminotransferase aspartate aminotransferase 2 times normal women child-bearing age reliable form contra-ception excluded,Population/Problem (element P)
women allocated misoprostol capsules 20 prepared pharmacy dissolved 20 water administered orally 2 hours,Intervention and Comparison (element I and C)
arterial access complications signicantly frequent patients 75 age individuals 46,Outcome (element O)
patients follow-up clinic visit vital status check 6 weeks,Intervention and Comparison (element I and C)
prevalence heart failure patients congenital heart disease 20% prospective clinical studies medical treatment limited,Population/Problem (element P)
patients received individualised medical treatment including non-invasive invasive cardiological procedures surgical revascularisation pharmacotherapy lifestyle counselling determined usual doctors,Intervention and Comparison (element I and C)
simple effective method attenuate hemodynamic responses tracheal intubation healthy patients undergoing anesthesia,Outcome (element O)
patients eligible enrolment acs st-elevation rest chest pain 12 hours admission 1 mm st-segment elevation 2 contiguous leads left bundle branch block serum prepared blood sampling stored frozen -70c laboratory assessment,Population/Problem (element P)
difference women delivering 24 start induction time spent active labor table ii,Outcome (element O)
indications cesarean delivery frequent indication fetal distress 70 14% 58 12% oral versus vaginal 27 2,Intervention and Comparison (element I and C)
female sex diabetes smoking sheath radial artery mismatch low bmi considered predisposing factors radial artery spasm 20,Population/Problem (element P)
consultations provided pharmacist-determined patient,Intervention and Comparison (element I and C)
patients randomized placebo enoximone 25 50 orally times day,Intervention and Comparison (element I and C)
administration antibiotics neonate clinical signs infection confirmed sepsis presumed sepsis recorded determined neonatal notes,Not Relevant to the Evidence (Label N)
methods study comprised 353 patients ami plasma total cholesterol levels 200-250 mg/dl triglyceride levels <300 mg/dl,Population/Problem (element P)
hysterotomy successful carries risk morbidity,Not Relevant to the Evidence (Label N)
intervention effects calcium channel antagonists ace inhibitors arterial tree differential effects treatment arterial segments susceptible atherosclerosis,Outcome (element O)
median procedural duration 370 min interquartile range iqr 196 491 min 402 min iqr 243 508 min = 0046 median dose product 382 gycm2 iqr 204 485 gycm2 419 gycm2 iqr 226 522 gycm2 = 0034 lower transfemoral compared transradial access,Outcome (element O)
1-year primary primary assisted secondary patency rates 65% 70% 84% p-exs 76% 005 82% 003 88% 035 p-non-exstwo-year primary primary assisted secondary patency rates 45% 57% 70% p-exs 62% 0003 75% 0005 84% 002 p-non-exs,Outcome (element O)
misoprostol 118 women 58% vaginal deliveries 81 40% css,Intervention and Comparison (element I and C)
objective study evaluated effects home-based rehabilitation program chinese patients myocardial infarction terms health-related quality life psychological status,Population/Problem (element P)
women offered choice delivered cesarean cs 50 misoprostol vaginally resting period 6-24 hours,Intervention and Comparison (element I and C)
finding treatment 80 mg/d atorvastatin initiated 24 96 hours acs reduces risk relative risk 95% confidence interval death nonfatal acute myocardial infarction resuscitated cardiac arrest reduced atorvastatin compared placebo,Outcome (element O)
770 participants 91 12% chf 446 58% ihd 233 30% hr 380 patients randomly allocated ccr versus 390 uc,Population/Problem (element P)
eligible patients provide ethics committeeapproved verbal assent coronary angiography undertaken femoral radial artery operator preference,Population/Problem (element P)
hyperstim-ulation,Not Relevant to the Evidence (Label N)
criteria exclusion included distant metastases severe hypertension cardiac disease cardiac failure degree arrhythmia requiring regular medication myocardial infarction previous 12 months,Population/Problem (element P)
values tests 2-tailed 0 05 considered statistically,Not Relevant to the Evidence (Label N)
demographic data including age gravidity parity gestational age indication induction recorded,Not Relevant to the Evidence (Label N)
investigators encouraged warfarin patients developed atrial brillation encouraged reduce dose aspirin antidyspeptic medication dyspepsia occurred,Intervention and Comparison (element I and C)
women evidence tachysystole oxytocin augmentation priming misoprostol,Intervention and Comparison (element I and C)
addition increases white blood cell wbc counts patients 24 hours intracoronary transfer bone morrow cells,Outcome (element O)
exclusion criteria systolic blood pressure 160 95 mm hg diastolic 105 mm hg clinical conditions cardiomyopathy increase plasma levels inflammatory markers sepsis autoimmune disease hiv positivity liver disease defined liver transaminase levels 2 times upper limit normal history peptic ulcer disease history psychiatric disorders impaired renal function defined urea and/or creatinine 1 5 times upper limit normal clinical condition investigators precluded inclusion study ischemic heart disease malignancy,Population/Problem (element P)
studies uterine tachysystole fhr abnormalities reported occur frequencies dependent dosing route administration 12131415161718192021,Not Relevant to the Evidence (Label N)
composite primary efficacy endpoint study confirmed progression chf included 1 patient hospitalisation management chf 2 addition increase medications administered management chf response apparent aggravation manifestations increase dyspnea detection marked pulmonary congestion pleural effusion mandating continuation medications follow-up visit,Outcome (element O)
association observed maternal age weight height bmi income education labor intervals evaluated,Not Relevant to the Evidence (Label N)
post randomization withdrawals study,Not Relevant to the Evidence (Label N)
randomization code,Not Relevant to the Evidence (Label N)
echocardiography assessments vascular function laboratory assessments blood pressure pulse rate measurements baseline 6 12 months treatment,Intervention and Comparison (element I and C)
data analysed 2 -test students t-test,Not Relevant to the Evidence (Label N)
result encouraging reduction heart rate myocardial oxygen demand contribute cardioprotective properties -blockers 12 13 outweighed beneficial coronary vascular effects losartan,Outcome (element O)
initial 4-week placebo run-in/washout period patients randomized receive doxazosin 4 daily irbesartan 300 daily 12 months,Intervention and Comparison (element I and C)
comprised nurse specialized smoking cessation counseling dietician received training physical activity counseling administrative coordinator offered individual consultations 5 days week telephone hotline 9 6 pm patients cardiovascular risk factors therapeutic education,Intervention and Comparison (element I and C)
treatment arm patients idiopathic dilated cardiomyopathy dcm randomised receive placebo,Intervention and Comparison (element I and C)
data included baseline characteristics pregnant women doses route misoprostol administration adverse effects methods failure interval initiation termination delivery time fetal expulsion time estimated blood loss analgesia oxytocin requirement complications excessive blood loss uterine rupture,Intervention and Comparison (element I and C)
el-rafaey templeton,Not Relevant to the Evidence (Label N)
major finding study 1 -receptor blockade irbesartan 48 weeks progressively increases venous plasma ang ii levels increase relates regression lv mass,Outcome (element O)
patients received premedication midazolam 0 03 mg/,Intervention and Comparison (element I and C)
methods july 2006 january 2008 total 1024 patients undergoing coronary catheterization randomly assigned transradial transfemoral approach,Population/Problem (element P)
randomization ensured equal patients recruited hospitals,Not Relevant to the Evidence (Label N)
inclusion criteria 1 singleton gestation 2 bishop score 6 3 uterine contractions 12 hour 4 cephalic presentation 5 reactive fetal heart rate fhr pattern,Population/Problem (element P)
study major bleeding occurred access route frequent thrombolysis gp iib/iiia inhibitors,Outcome (element O)
subjects randomly assigned receive 100 misoprostol orally 3 6 hours blocked randomization,Intervention and Comparison (element I and C)
patients recruited stemi 7 uk interventional centers,Population/Problem (element P)
study involving 570 women aged 60 heart disease assessed effects disease,Population/Problem (element P)
incidence rash patients receiving lapatinib monotherapy compared patients receiving combination therapy 29% 22% result dose lapatinib monotherapy arm 1 500 1 000,Outcome (element O)
result study underpowered fluvastatin aecg ischaemia major clinical events ami detected,Outcome (element O)
study demonstrated decrease amount remifentanil consumption gabapentindexamethasone gabapentin dexamethasone,Outcome (element O)
exclusion criteria previous ipsilateral femoro-popliteal procedures contraindication long-term anticoagulant therapy life expectancy 1 current treatment chemotherapy radiotherapy,Population/Problem (element P)
designed randomized placebo-controlled double blind twocentre finnish stem cell study fincell aimed assessing efficacy safety bmc therapy patients acute stemi treated thrombolytic therapy pci 2 -6 days,Intervention and Comparison (element I and C)
patients 56 asa physical status ii adult patients scheduled elective surgery requiring orotracheal intubation anesthesia,Intervention and Comparison (element I and C)
importantly oral approach viewed nonintrusive noncommittal acceptable patients,Outcome (element O)
parous women dose received 50 mgs dose subsequent doses 100 mgs,Intervention and Comparison (element I and C)
exclusion criteria hemodynamically signicant valvular heart disease uncontrolled diabetes mellitus hypertension,Population/Problem (element P)
patients -blockers 2 weeks randomization -blockers mi occurred previous 12 months excluded avoid withdrawal phenomena patients randomized cas,Population/Problem (element P)
median continuous variables reported interquartile iq range 25th 75th percentile iq,Not Relevant to the Evidence (Label N)
< 05 statistical significance,Not Relevant to the Evidence (Label N)
741 78 8% admitted induction labour randomised 365 women oral misoprostol 376 vaginal dinoprostone,Intervention and Comparison (element I and C)
result signicant differences 30 time periods 2 min blood sampling time return baseline,Outcome (element O)
authors commercial proprietary drug device equipment mentioned article,Not Relevant to the Evidence (Label N)
inclusion criteria trial confirmed diagnosis adpkd age 18-65 evidence hypertension casual bp 140/90 mm hg and/or presence antihypertensive medication serum creatinine 4 0 mg/dl,Population/Problem (element P)
evaluation uterine activity monitoring performed assess frequency duration contraction,Not Relevant to the Evidence (Label N)
objective evaluate efficacy oral vaginal misoprostol compared standard regimen dinoprostone induction labor,Population/Problem (element P)
conclusion 100 oral misoprostol 3 hours demonstrated efficacy terms treatment interval 6 hours,Outcome (element O)
enrolled patients underwent series pre-treatment baseline tests involving patient interview detailed medical history current medication nyha ccs classification physical assessment routine clinical laboratory tests electrocardiogram ecg 24 ecg holter recording autonomic control echocardiography rest perfusion scintigraphy gated-spect,Population/Problem (element P)
patients study medications discontinued permanently temporarily 81 268% discontinued clopidogrel aspirin patients received nonstudy warfarin 94 556% discontinued warfarin patients received nonstudy aspirin 72 480% discontinued clopidogrel patients received nonstudy aspirin,Intervention and Comparison (element I and C)
rates severe taxanerelated toxic effects thrombocytopenia low signicantly increased dose-dense sequential regimen,Outcome (element O)
exclusion criteria earlier chemotherapy ct radiotherapy presence congestive heart failure symptoms established dilated restrictive cmp coronary arterial disease history presence moderate severe mitral aortic valve disease baseline echocardiograph contraindication carvedilol bundle branch block thyroid function disorder comorbid disease,Population/Problem (element P)
patients randomly assigned receive eprosartan 400 daily 200 daily matching placebo,Intervention and Comparison (element I and C)
drugs atherosclerosis-prone arterial segments effects segments susceptible atherosclerosis,Outcome (element O)
trials 91 patients survived discharge hospital 44 399 110 percent assigned chest compression mouth-to-mouth ventilation 47 351 134 percent assigned chest compression p=037,Outcome (element O)
median patient age time recruitment diagnosis progressive hrpca 689 range 58 79 signicant age difference treatment arms table 1,Population/Problem (element P)
6 hours misoprostol administration median cervical women received oral vaginal misoprostol statistically 3 4,Intervention and Comparison (element I and C)
cesarean sections performed failure progress differences study rates arrest dilation arrest descent active labor achieved,Not Relevant to the Evidence (Label N)
hosp-cr twc remained baseline entire study duration middle-aged patients patients returned baseline values 6-and 12-month follow-up,Outcome (element O)
data 96 patients misoprostol 95 dinoprostone analyzed,Population/Problem (element P)
objective carry echocardiographic analysis systolic function patients acute myocardial infarction autologous mononuclear bone marrow cell transplantation ambmct performed intracoronary intravenous routes,Population/Problem (element P)
safety concerns 100 mgs dose parous women started initial dose 50 mgs subsequent doses 100 mgs,Intervention and Comparison (element I and C)
delivery time vaginal oral arms 1074 488 minutes versus 930 454 minutes 11,Outcome (element O)
surrogate markers adverse perinatal morbidity including length stay nicu admissions,Not Relevant to the Evidence (Label N)
initial studies attested misoprostols uterotonic abilities intravaginal application terminate first-and second-trimester pregnancies,Not Relevant to the Evidence (Label N)
baseline beta-blockers 91% patients treatment,Intervention and Comparison (element I and C)
patients ongoing congestive heart failure liver dysfunction aspartate aminotransferase 40 iu/l renal dysfunction creatinine 2 0 mg/dl systemic diseases including malignancy collagen disease excluded,Population/Problem (element P)
supervised training sessions patients ht started training received coaching therapist weekly telephone calls,Intervention and Comparison (element I and C)
ms 6- 10-cm midline skin incision chest reversed-l sternal incision 4th intercostal space,Intervention and Comparison (element I and C)
trial originally limited women ruptured membranes-admission intervals 3 hours,Population/Problem (element P)
hospital-based exercise sessions included warm-up 30 40 minutes aerobic exercise continuous ecg monitoring cooldown,Intervention and Comparison (element I and C)
visit goals negotiated strategies developed compliance including provision behavioral prompts fridge magnets diaries educational literature individualized exercise program designed interface home-based self-management program,Intervention and Comparison (element I and C)
analgesic requirement basis patients,Not Relevant to the Evidence (Label N)
additional objectives examine treatment autonomic control heart rate variability hrv baroreflex sensitivity brs arrhythmias exercise tolerance cardiopulmonary exercise testing cpet 12-month follow-up,Population/Problem (element P)
committee faculty medicine chiang mai university,Not Relevant to the Evidence (Label N)
thirty-three singleton pregnancies medical obstetric indications induction labor assessed recruited study,Not Relevant to the Evidence (Label N)
thirty-seven patients stable cad coronary angiographic indicating elective pci recruited waiting list pci-patients stable cad cardiology department su/sahlgrenska gothenburg sweden,Population/Problem (element P)
patients eligible study diagnosis ischemic heart disease confirmed physician hospital medical record lived independently institutional setting,Population/Problem (element P)
stenting medium bmcs placebo medium injected intracoronarily wire balloon intermittent balloon inflation stent time injection,Intervention and Comparison (element I and C)
total 27 2 8% patients received misoprostol underwent urgent cesarean delivery ripening procedure,Outcome (element O)
white patients sex aged 18-75 mildto-moderate symptomatic chf york heart association class ii iii impaired left ventricular function ejection fraction 40% provided written informed consent enrolled,Population/Problem (element P)
addition patients received vitamin b6 dose 300 day study prevent ppe,Intervention and Comparison (element I and C)
sample size 94 women 47 calculated two-tailed alpha 0 05 power 90%,Intervention and Comparison (element I and C)
january 1999 july 2001 80 consecutive patients undergoing elective aortic valve replacement randomly divided 40 patients undergoing ministernotomy approach reversed-c reversed-l ii 40 patients undergoing conventional sternotomy,Intervention and Comparison (element I and C)
palpitations consideration patients subjective appraisals,Population/Problem (element P)
objectives sought evaluate aspirin clopidogrel versus aspirin saphenous vein graft occlu-sion 3 months coronary artery bypass grafting cabg,Intervention and Comparison (element I and C)
patients cardiac insufficiency york heart association iii iv myocardial infarction previous 6 months unstable angina pectoris uncontrolled arrhythmia advanced pulmonary disease severe dyspnea rest complications advanced malignancy required supplementary oxygen therapy ineligible trial,Population/Problem (element P)
patients age 57 49 1 median time onset symptoms pci 210 minutes interquartile range 180 330 median maximum creatine kinase mb 369 liter interquartile range 220 444,Population/Problem (element P)
obstet gynecol 2003,Not Relevant to the Evidence (Label N)
conclusion prevention postdate pregnancy outpatients oral misoprostol 50 cg appears result earlier delivery compared 25 cg,Outcome (element O)
sixty patients initially recruited randomized patients excluded final analysis fulfilled study criteria,Not Relevant to the Evidence (Label N)
median time delivery shorter women receiving vaginal misoprostol vaginal 14 3 hours oral 23 1 hours = 0004 women oral required oxytocin augmentation labor 73% 42% rr 1 98 95% ci 1 29 3 06,Outcome (element O)
march 2006 october 2007 studied 640 term newborns mothers third-level reference maternity hospital belem northern brazilian para,Population/Problem (element P)
eligible women clinical indications labour induction 34 weeks gestation intact membranes recruited study coronation womens childrens hospital chris hani baragwanath hospital johannesburg,Population/Problem (element P)
individuals history hospitalized treated symptomatic heart failure hf and/or left ventricular ejection fraction 35% excluded,Population/Problem (element P)
rate incomplete abortion requiring curettage failed 23 5%,Not Relevant to the Evidence (Label N)
ann arbor royal oak grand rapids mich dallas tex albuquerque nm springfield mass baton rouge la madison wis britain conn objective study undertaken determine induction labor oral misoprostol result fewer cesarean deliveries intravenous oxytocin nulliparous women premature rupture membranes term,Population/Problem (element P)
intrauterine fetal resuscitation defined supplemental oxygen nasal catheter patient left lateral decubitus position,Not Relevant to the Evidence (Label N)
additionally women received additional doses misoprostol modified condom balloon physicians choice,Intervention and Comparison (element I and C)
accepted 2 november 2000,Not Relevant to the Evidence (Label N)
low-dose combinations er-metoprolol/hct 25/12 5 50/6 25 50/12 5 table 4,Intervention and Comparison (element I and C)
normal apgar scores newborn evaluations,Not Relevant to the Evidence (Label N)
study pt efficacy patients ihd cardiovascular events,Outcome (element O)
heel sticks infants kangaroo mother care received heel sticks kangaroo mother care infants incubator received heel sticks incubator,Intervention and Comparison (element I and C)
objective compare efcacy equivalent doses orally administered vaginally administered misoprostol induction labour term,Population/Problem (element P)
maternal demography indications termination analyzed table 1,Not Relevant to the Evidence (Label N)
objective compare effects angiotensin ii antagonist losartan atenolol left ventricular hypertrophy lvh blood pressure neurohormone concentrations hypertensive patients lvh,Population/Problem (element P)
main outcomes measures primary outcome composite included 1 smoking cessation 3 hours week physical activity 5% reduction weight 4% reduction waist circumference,Intervention and Comparison (element I and C)
patients received 3 sessions week systemic puva therapy form oral 8-methoxypsoralen 0 6 2 uva exposure 300-400 nm waldmann schwenningen germany united cooperative clinical trial protocol patients completed 3-month therapy period,Intervention and Comparison (element I and C)
eighteen patients entered run-in period 263 patients 156 men/107 women age 58 randomized receive amlodipine 5 mg/d = 132 enalapril 5 mg/d = 131,Intervention and Comparison (element I and C)
initiation study computer randomization performed,Not Relevant to the Evidence (Label N)
original articles,Not Relevant to the Evidence (Label N)
intermittent electronic monitoring,Not Relevant to the Evidence (Label N)
comprehensive cardiac rehabilitation affect quality life measured sf-36,Outcome (element O)
primary objectives study 1 compare long-term efficacy aliskiren-based regimen optional addition amlodipine 5 10 aliskiren 300 hydrochlorothiazide-based regimen optional addition,Population/Problem (element P)
women failed induction oral misoprostol eventually labour pge 2 vaginal gel underwent caesarean sections inadequate progress labour,Intervention and Comparison (element I and C)
medication administrations consistent,Not Relevant to the Evidence (Label N)
left ventricular ejection fraction 057 012 versus 056 013 ii = 073,Population/Problem (element P)
multiple dose trials,Not Relevant to the Evidence (Label N)
primary outcome measures detection fhr abnormality labour defined intrapartum stillbirth neonatal deaths rst 24 life,Outcome (element O)
die vorliegende stu--gruppe ebensowenig wie die sectio-rate,Not Relevant to the Evidence (Label N)
hyperstimulation syndrome tachysystole hypersystole fetal heart rate abnormality managed changing left lateral position oxygen administration mask considered tocolysis intravenous hexoprenaline ritodrine,Not Relevant to the Evidence (Label N)
signicant reduction intraoperative bleeding reduction transfusion,Outcome (element O)
final study population consisted 74 patients 63 11 women age 55 7,Population/Problem (element P)
hr ssc control baseline baseline ii injection increased abruptly decreased gradually recovery figure 1,Outcome (element O)
inclusion patients entered period 3-4 weeks placebo treatment brachial artery measurements subcutaneous biopsy performed,Intervention and Comparison (element I and C)
patients unstable angina pectoris ineligible participate,Population/Problem (element P)
women admitted induction labor 37 weeks gestation live single fetus vertex presentation eligible study bishop score 6,Population/Problem (element P)
uterine rupture reported,Not Relevant to the Evidence (Label N)
ablation patients underwent cavo-tricuspid left inferior pulmonary vein pv-mitral isthmus ablation circumferential pv ablation,Intervention and Comparison (element I and C)
pge 2 received 3-mg tablet pharmacia kent uk posterior fornix,Not Relevant to the Evidence (Label N)
conclusion intrapartum monitoring cardioto-cography combined st analysis reduce incidence metabolic acidosis calculated extracellular fluid compartment,Outcome (element O)
study included women aged 21-80 mild-to-moderate essential hypertension echocardiographically documented lvh assessed 30 days enrolment,Population/Problem (element P)
blood pressure remained stable run-in period patients randomly assigned double-blind treatment phase receive 5 amlodipine 10 lisinopril,Intervention and Comparison (element I and C)
importantly missed differences hydrochlorothiazide- candesartan-and lisinopril-based treatments illustrated confidence limits table 4,Outcome (element O)
ef ct carvedilol baseline ef signicantly decreased control,Outcome (element O)
slow recruitment inclusion criteria modified permit enrollment patients elapsed time membrane rupture admission,Not Relevant to the Evidence (Label N)
30% relative risk reduction incidence primary bypass graft failure considered clinically,Outcome (element O)
training session started 15 minutes warm-up 20 minutes dynamic endurance training 10 minutes active cool-down activities finally 10 minutes stretching relaxation,Intervention and Comparison (element I and C)
previous study modified condom balloon trimester pregnancy termination failure rate 15 7%,Not Relevant to the Evidence (Label N)
double-blind randomized controlled trial carried january 2002 september 2002 arash hospital tehran university medical sciences tehran iran,Not Relevant to the Evidence (Label N)
abortion time 247 88 nulliparous woman live fetus 22 weeks gestation,Intervention and Comparison (element I and C)
ruptured membranes diagnosed amnionic fluid visualized coming cervical os sterile speculum examination,Intervention and Comparison (element I and C)
women randomised conservative arm labour set 24 hours prelabour rupture membranes vaginal examination performed evaluate cervical score modified bishops score,Intervention and Comparison (element I and C)
patients underwent off-pump cabg median sternotomy,Intervention and Comparison (element I and C)
incidence primary outcome metabolic acidosis based ph bdecf lower 0 7% compared 1 1% compared control rr 0 70 95% ci 0 38 -1 28 treat 252,Outcome (element O)
randomly assigned patients candesartan n=1276 target dose 32 daily placebo n=1272,Intervention and Comparison (element I and C)
trend primiparous patients 50-mgs dose adequate labor induction parous patients,Not Relevant to the Evidence (Label N)
informed consent randomization,Not Relevant to the Evidence (Label N)
therapeutic window chosen patients received single dose dnr 1-h 24-h infusion week start induction therapy,Intervention and Comparison (element I and C)
acknowledge potential bias study design require blinding investigator,Not Relevant to the Evidence (Label N)
subgroup analysis primiparae misoprostol statistically reducing labor duration prom till delivery interval patients delivered 24 prom,Outcome (element O)
patients enrolled documented cardiovascular disease designated symptomatic enrolled multiple atherothrombotic risk factors documented cardiovascular disease designated asymp tomatic,Population/Problem (element P)
nicht zuletzt aufgrund dieser studiendaten und der rechtslage beim off-label-use entschieden wir uns fr die sicherere orale anwendung des misoprostols und die anwendung eines dosiseskalationsregimes da,Not Relevant to the Evidence (Label N)
tolerability profile aliskiren/ amlodipine combination efficacy aliskiren-based regimens,Outcome (element O)
data sd %,Not Relevant to the Evidence (Label N)
20 patients scheduled receive 3 l-carnitine chemotherapy cycle 1 l-carnitine/day 21 days 20 patients received placebo randomized controlled trial,Intervention and Comparison (element I and C)
thirty-eight elderly males age 70 cad stratified intervention n=20 control n=18,Population/Problem (element P)
preliminary carvedilol improve clinical heart failure outcomes children adolescents symptomatic systolic heart failure,Outcome (element O)
ethical approval ethical approval institution,Not Relevant to the Evidence (Label N)
birth weight apgar score cord ph nicu admission table 4,Not Relevant to the Evidence (Label N)
objective compare efcacy oral vaginal misoprostol induction labour term,Population/Problem (element P)
166 patients randomized nebivolol 40 147 patients 88 6% dosage increased initial 30-mg once-daily 40-mg daily dose 19 patients remained 30-mg dose,Intervention and Comparison (element I and C)
calibration measurements alderson-phantom height 130 cm uoroscopy revealed stephens 6000 dosimeter underestimated ambient dose equivalent depth 1 cm 10 factor 74,Intervention and Comparison (element I and C)
postmenopausal women er and/or pgr positive tumors aromatase inhibitors effective established agents adjuvant metastatic situation,Population/Problem (element P)
consecutive patients 75 suspected coronary artery disease included study,Population/Problem (element P)
patients randomly assigned = 10 receive dexrazoxane hydrochloride cardioxane chiron amsterdam netherlands intravenously 400 mg/m2 15 min cyclophosphamideepirubicin infusion,Intervention and Comparison (element I and C)
campos6 allowed infants suck pacifier held rocked completion blood collection heel stick,Population/Problem (element P)
study sought compare radial femoral approaches patients st-segment elevation myocardial infarction stemi undergoing primary percutaneous coronary intervention pci high-volume operators experienced access sites,Population/Problem (element P)
absolute change lvef measured echocardiography bmc placebo 0 03 table 2,Outcome (element O)
non-significant trends reduced risk mortality randomised rehabilitation women patients prior history angina respect age medical history infarct complications,Outcome (element O)
12-week intervention control condition t2 measures physical function laboratory intervention participants received telephone calls weekly bimonthly 3 months monitor walking progress depressive symptoms,Intervention and Comparison (element I and C)
continuous external fetal monitoring external tocodynamometry ohaus-model ap210s women,Intervention and Comparison (element I and C)
death hospitalization cardiac occurred 12 patients pimobendan 101% 19 patients placebo 153% signicant difference,Outcome (element O)
results-both candesartan atenolol reduced intima-media thickness intima-media increased distensibility extents 52 weeks treatment,Outcome (element O)
patients psoriasis 15 treated identically healthy subjects receiving therapy 15 served controls,Intervention and Comparison (element I and C)
primary aim study examine intracoronary injection autologous mononuclear bmc improvement global lv function assessed 2d-echocardiography resting stress nuclear scintigraphy,Population/Problem (element P)
randomly assigned participants losartanbased atenolol-based regimens 1-2 weeks placebo trough sitting blood pressures 160-200 mm hg systolic 95115 mm hg diastolic,Intervention and Comparison (element I and C)
differences indications labor inductions table 2 post-term major indication,Not Relevant to the Evidence (Label N)
patients total 3086 adults aged 18 unstable angina non-q-wave acute myocardial infarction,Population/Problem (element P)
post-operatively patients randomized lifelong treatment acid aspirin 80 daily coumarin derivates sintrom target inr ratio 30e45 local,Intervention and Comparison (element I and C)
carvedilol 125 once-daily oral carvedilol 6 months,Intervention and Comparison (element I and C)
dose-ranging study once-daily nebivolol effective antihypertensive agent patients mild moderate hypertension,Outcome (element O)
patients trial elective hospitals comparison care respects referral cardiac rehabilitation receiving explanatory booklets advised practitioner gp attend routine outpatient follow-up referral cardiac investigations interventions,Intervention and Comparison (element I and C)
patients excluded complicating co-morbidity psychiatric illness untreated malignancy neurological disorder impaired cognition inability read understand english,Population/Problem (element P)
primary outcome premature infant pain profile pipp comprised facial actions maximum heart rate minimum oxygen saturation levels baseline 30-second blocks heel lance,Outcome (element O)
conclusion titrated oral misoprostol lower incidence uterine hyperstimulation indications term labor inductions including postterm pregnancy preeclamp-sia diabetes mellitus oligohydramnios intrauterine fetal growth restriction abnormal antepartum fetal surveillance,Outcome (element O)
eligible patients chronic ischemic cardiomyopathy severely hypokinetic baseline left ventricular angiogram lva myocardial infarction 3 months,Population/Problem (element P)
successful pregnancy termination live dead fetuses,Not Relevant to the Evidence (Label N)
prospective randomised study undertaken department obstetrics gynecology post graduate institute medical education chandigarh india january 2003 2004,Not Relevant to the Evidence (Label N)
randomly assigned monitoring cardiotocography st analysis ctg+st cardiotocography ctg,Intervention and Comparison (element I and C)
observed change achievement treatment targets lipid metabolic profiles supplemental table s3,Outcome (element O)
induction delivery interval delivered vaginally signicantly shorter vaginal misoprostol 17 8h 27 9h difference 10 1 95% ci 5 8-14 4 table 2 women delivered single dose 77 8% 51 1% rr 1 5 95% ci 1 2-2 0 delivered 24 hours start induction 80% 46 3% rr 1 5 95% ci 1 32 1,Outcome (element O)
sample consisted 36 motherneonate dyads randomly assigned computerized minimization technique ssc = 17 control = 19,Population/Problem (element P)
original articles,Not Relevant to the Evidence (Label N)
secondary endpoint study occurrence cardiovascular event including progression chf cardiac death life-threatening arrhythmias myocardial infarction coronary artery diseasedefined angina coronary artery intervention revascularizationstroke transient ischaemic attack,Outcome (element O)
study included women failed abort 48 initiation misoprostol,Population/Problem (element P)
study population age 53 half 26% african american 57% overweight bmi 30 72% antihypertensive drugs study entry 49% monotherapy 24% agents 23% diuretic 17% -blocker,Population/Problem (element P)
forced titration aliskiren 300 hydrochlorothiazide 25 occurred week 3 week 6 patients receiving placebo reassigned 1 1 ratio aliskiren 300 hydrochlorothiazide 25 week 12 amlodipine 5 titrated 10 week 18 patients bp remained uncontrolled,Intervention and Comparison (element I and C)
findings conclude 100 oral misoprostol 3 hours appears effective acceptable safety labor induction unfavorable cervix,Outcome (element O)
ssc neonates stopped crying sooner reaching noncrying bst 5 9 fewer 30-second time 5 282 sd 5 216 control neonates 5 647 sd 5 468 34 5 306 5 005 figure 2,Outcome (element O)
study increased patient satisfaction vaginal approach avoided 2,Outcome (element O)
completion baseline treadmill test patients exercised heart rate 20 30 beats resting level patients prescribed b-blocking agents 10 15 beats resting levels rating perceived exertion #13 hard14 patients instructed regulate exercise intensity prescribed heart rate range 60% 85% aerobic capacity additionally encouraged achieve 5 aerobic exercise sessions/week 30 minutes,Intervention and Comparison (element I and C)
nulliparous women receiving oral misoprostol assistance delivery,Outcome (element O)
patients received heparin intra-operatively 224 limbs anastomoses bypass grafts performed prolene,Population/Problem (element P)
demonstrate protective angiotensinreceptor blocker development congestive heart failure table 3,Outcome (element O)
woman consented participate trial sealed envelope irreversibly randomizing allocation,Not Relevant to the Evidence (Label N)
eligibility criteria included age 18 65 surgical complete resection normal blood tests,Population/Problem (element P)
allowing caesarean rate 19-20% 20 patients arm total 125 patients,Not Relevant to the Evidence (Label N)
